Record,Date,UTC Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
       311,12/25/2021,15:49:04,     1,14:49:05.852," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       312,12/25/2021,18:49:04,     1,17:49:05.854," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       313,12/25/2021,21:49:05,     1,20:49:06.855," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       314,12/26/2021, 0:49:05,     1,23:49:06.857," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       315,12/26/2021, 3:49:06,     1, 2:49:07.858," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       316,12/26/2021, 6:49:06,     1, 5:49:07.860," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       317,12/26/2021, 9:49:07,     1, 8:49:08.862," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       318,12/26/2021,12:49:07,     1,11:49:08.863," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       319,12/26/2021,15:49:08,     1,14:49:09.864," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       320,12/26/2021,18:49:08,     1,17:49:09.866," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       321,12/26/2021,21:49:09,     1,20:49:09.868," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       322,12/27/2021, 0:49:09,     1,23:49:10.869," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       323,12/27/2021, 3:49:10,     1, 2:49:10.871," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       324,12/27/2021, 6:49:10,     1, 5:49:11.872," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       325,12/27/2021, 9:49:11,     1, 8:49:11.875," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       326,12/27/2021,12:49:11,     1,11:49:12.875," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       327,12/27/2021,15:49:11,     1,14:49:12.876," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       328,12/27/2021,18:49:12,     1,17:49:13.877," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       329,12/27/2021,21:49:12,     1,20:49:13.878," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       330,12/28/2021, 0:49:13,     1,23:49:14.879," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       331,12/28/2021, 3:49:13,     1, 2:49:14.880," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       332,12/28/2021, 6:49:14,     1, 5:49:15.881," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       333,12/28/2021, 9:49:14,     1, 8:49:15.882," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       334,12/28/2021,12:49:15,     1,11:49:16.883," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       335,12/28/2021,15:49:15,     1,14:49:16.884," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       336,12/28/2021,18:49:16,     1,17:49:17.885," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       337,12/28/2021,21:49:16,     1,20:49:17.886," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       338,12/29/2021, 0:49:17,     1,23:49:18.887," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       339,12/29/2021, 3:49:17,     1, 2:49:18.888," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       340,12/29/2021, 6:49:18,     1, 5:49:18.890," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
       341,12/29/2021, 9:49:18,     1, 8:49:19.890," qweertt"                                                                                                                                                                                                                                                      ,"aasdtuknfg"                                                                                                                                                                                                                                                    ,"xcbjkutdsegjllt"                                                                                                                                                                                                                                               ,     6,   7.000000E+00,   8.000000E+00,   9.000000E+00,   1.000000E+01,   0.000000E+00,   1.200000E+01,   1.300000E+01,   1.400000E+01,   1.500000E+01,   1.600000E+01,   1.700000E+01,   1.800000E+01,   9.000000E+00,   2.000000E+01,   2.100000E+01,   2.200000E+01,   2.300000E+01,   2.400000E+01
